Team,Season,player_season_gp,player_season_minutes,player_season_pts,player_season_dreb,player_season_oreb,player_season_reb,player_season_asts,player_season_stl,player_season_blk,player_season_turnover,player_season_pf,player_season_fga,player_season_fgm,player_season_fta,player_season_ftm,player_season_tpa,player_season_tpm,player_career_gp,player_career_minutes,player_career_pts,player_career_dreb,player_career_oreb,player_career_reb,player_career_asts,player_career_stl,player_career_blk,player_career_turnover,player_career_pf,player_career_fga,player_career_fgm,player_career_fta,player_career_ftm,player_career_tpa,player_career_tpm
SAS,1985,44,1064,438,64,135,200,130,38,23,80,120,354,173,119,88,12,3,537,13236,5727,711,1698,2574,1477,526,288,980,1423,4743,2285,1456,1086,236,70
SAS,1986,39,1049,493,66,138,204,114,41,22,79,104,389,196,133,97,9,2,537,14060,6167,823,1937,2935,1382,523,311,976,1420,5109,2483,1545,1136,206,63
SAS,1987,39,937,412,52,99,152,114,40,13,63,90,351,165,96,74,24,7,398,9102,3806,555,1138,1693,1016,369,182,627,965,3211,1538,923,674,179,54
SAS,1988,39,863,390,56,108,164,91,36,19,63,100,334,155,102,77,11,3,419,10231,4428,585,1276,1861,1050,422,179,749,1067,3735,1757,1097,820,307,93
SAS,1989,43,1054,470,59,112,172,125,43,22,77,109,398,187,122,91,16,4,607,17022,7724,786,2106,2893,2228,752,421,1192,1513,6303,2985,2119,1574,570,179
SAS,1990,37,896,430,62,106,169,104,39,22,69,93,356,168,118,89,13,3,631,16392,7169,930,2137,3068,1928,613,415,1141,1537,5852,2769,2079,1534,322,96
SAS,1991,41,1042,488,65,119,185,116,38,25,70,97,398,190,132,99,22,6,632,15250,6765,830,1786,2617,1805,559,358,1021,1444,5516,2625,1891,1398,351,116
SAS,1992,41,1114,514,83,157,240,81,35,35,69,111,414,202,135,101,23,7,677,17325,7766,1089,2270,3359,1441,548,424,1046,1703,6272,3028,2029,1499,572,209
SAS,1993,38,1004,444,76,157,233,82,29,32,60,92,362,174,112,82,38,13,698,17909,8224,1172,2484,3657,1590,574,457,1123,1745,6613,3173,2180,1629,693,247
SAS,1994,38,1051,425,64,141,205,127,33,23,66,86,347,163,117,87,34,11,660,17810,7579,996,2467,3463,1954,614,382,1136,1665,6156,2922,2031,1499,682,235
SAS,1995,42,1060,459,59,118,177,98,34,30,64,104,362,173,129,94,48,17,664,16416,6923,855,2129,2985,1665,569,470,1044,1581,5549,2639,1967,1436,598,208
SAS,1996,37,981,441,54,106,161,100,31,26,62,85,345,164,127,93,54,19,481,12081,5598,692,1521,2213,1113,409,336,777,1026,4485,2107,1653,1226,479,156
SAS,1997,39,971,395,50,108,158,100,31,23,57,86,315,148,105,76,59,22,612,14970,6593,780,2082,2863,1439,457,466,972,1345,5271,2512,1856,1350,622,218
SAS,1998,40,1052,381,56,113,170,103,33,24,60,87,299,142,106,76,55,20,622,15387,6587,832,2086,2919,1515,523,485,928,1296,5104,2463,2006,1470,526,190
SAS,1999,36,896,345,51,97,148,84,27,23,54,75,278,129,101,72,42,14,724,17921,7567,888,2325,3213,1917,617,499,1091,1514,5863,2804,2275,1693,721,265
SAS,2000,35,856,356,48,103,151,80,26,23,53,72,285,131,105,78,42,15,630,15892,6846,655,1986,2642,1820,522,418,975,1210,5320,2514,1989,1511,820,306
SAS,2001,43,1088,442,64,141,205,82,31,33,60,100,344,161,131,97,58,22,578,14828,6539,705,1950,2656,1488,487,432,926,1277,5080,2386,1930,1454,870,313
SAS,2002,41,1049,423,65,135,200,72,32,31,58,93,341,155,125,92,54,19,529,13987,6293,794,1999,2818,1104,432,408,848,1233,4963,2337,1812,1349,732,269
SAS,2003,43,1133,423,74,142,216,105,35,31,65,102,356,160,111,81,59,20,423,10930,4262,630,1618,2248,905,366,285,671,1026,3618,1655,1094,783,492,169
SEA,1985,52,1379,609,79,156,235,137,44,27,97,147,488,237,167,131,16,3,586,14480,6440,870,1938,2816,1339,488,358,992,1609,5250,2484,1760,1379,296,92
SEA,1986,49,1162,519,75,136,212,126,38,23,91,130,425,203,138,103,26,8,590,14080,6353,755,1640,2395,1476,516,283,999,1507,5253,2489,1573,1181,537,194
SEA,1987,45,1065,485,78,118,196,105,39,25,75,116,395,190,127,95,28,9,781,18826,8010,1148,2294,3443,1744,667,413,1207,2002,6598,3158,1983,1463,644,229
SEA,1988,41,1048,477,83,129,213,113,40,24,71,107,386,186,128,92,30,10,816,20703,8144,1229,2441,3671,2293,800,382,1249,1951,6831,3273,1934,1387,595,210
SEA,1989,40,1002,477,72,107,180,98,38,19,69,100,386,186,130,94,26,9,776,19646,8310,1200,2321,3521,1933,733,359,1275,1920,6739,3269,2106,1526,664,245
SEA,1990,50,1338,667,87,153,241,118,47,28,90,129,534,261,165,126,48,18,905,24257,11037,1439,2919,4358,2328,890,468,1564,2264,9022,4338,2668,2015,972,345
SEA,1991,40,1003,447,66,120,186,95,37,23,69,101,357,172,118,91,32,11,741,19512,8830,1103,2346,3450,2068,775,383,1317,1844,7141,3410,2287,1752,750,256
SEA,1992,38,987,429,68,111,180,91,36,22,62,96,343,165,115,90,27,8,790,21177,9361,1216,2645,3862,2133,816,447,1341,1960,7494,3576,2448,1891,913,317
SEA,1993,40,1171,520,87,146,234,126,50,24,73,116,413,198,150,116,26,7,727,19699,8258,1202,2616,3819,2022,803,406,1191,1912,6536,3099,2381,1813,727,244
SEA,1994,37,951,408,64,112,177,105,45,19,60,102,325,154,121,91,26,8,686,18548,7910,1078,2496,3574,1978,743,399,1200,1881,6179,2935,2385,1806,689,233
SEA,1995,37,1017,446,56,117,173,112,48,19,62,98,335,164,125,96,58,21,774,20822,8473,1073,2639,3712,2422,886,394,1338,2032,6614,3124,2473,1903,915,322
SEA,1996,38,926,394,55,104,159,90,40,19,60,89,299,143,109,82,67,25,705,18840,8027,1025,2339,3364,2134,804,352,1208,1792,6430,3016,2229,1695,844,298
SEA,1997,45,1220,507,62,121,184,124,51,21,69,104,403,184,129,97,110,40,747,20054,8382,980,2238,3219,2247,825,339,1197,1844,6748,3141,2243,1696,1115,402
SEA,1998,42,1268,559,74,146,221,126,46,17,76,101,446,211,139,102,94,35,614,16625,7393,915,1999,2914,1562,564,251,1007,1457,5917,2811,1926,1420,946,349
SEA,1999,34,869,349,48,94,142,80,29,15,48,75,302,135,83,56,68,22,553,15457,6491,768,1829,2598,1590,550,253,911,1279,5473,2536,1464,1034,1107,384
SEA,2000,32,835,372,52,106,159,79,29,18,54,74,310,141,100,69,60,20,521,14752,6760,747,1958,2706,1447,541,421,990,1296,5484,2624,1756,1266,700,245
SEA,2001,38,989,430,46,114,161,109,33,15,60,84,362,163,95,71,83,32,367,9698,4071,409,1100,1510,1075,367,179,586,840,3423,1572,952,687,666,238
SEA,2002,39,1072,430,53,131,184,90,37,21,57,94,345,159,102,81,73,30,418,10671,4390,461,1303,1764,983,361,228,618,970,3630,1618,1137,873,739,280
SEA,2003,40,1009,386,49,119,169,79,34,17,51,86,310,140,86,67,97,37,321,7969,3250,320,924,1245,703,265,126,458,686,2631,1184,737,579,787,302
TOR,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1995,40,788,275,56,107,164,49,24,32,49,95,226,108,78,54,13,4,445,10880,4259,618,1353,1971,1040,433,321,734,1096,3563,1648,1082,800,464,160
TOR,1996,44,990,395,71,136,207,71,26,29,67,107,327,154,94,64,53,21,436,10362,4061,585,1332,1918,868,348,309,670,1015,3470,1579,955,699,555,204
TOR,1997,44,1106,444,68,134,202,94,36,29,74,109,373,171,109,76,69,25,376,9329,3795,464,1114,1578,970,340,225,589,860,3204,1422,966,719,651,231
TOR,1998,44,1159,432,81,163,245,75,46,28,72,117,362,166,116,85,40,14,469,12610,5328,787,1770,2558,1227,486,228,825,1190,4436,2020,1426,1089,570,197
TOR,1999,37,944,342,64,123,187,69,35,24,55,89,287,128,93,70,44,15,594,16241,6583,932,2205,3137,1696,618,279,991,1440,5567,2527,1627,1243,790,284
TOR,2000,37,866,303,54,107,161,82,26,16,47,87,256,114,79,59,39,14,649,16928,6410,1003,2291,3294,1801,589,256,1026,1579,5439,2495,1570,1173,686,245
TOR,2001,34,782,323,51,99,150,63,23,22,41,77,271,122,84,62,44,17,468,11800,5283,698,1716,2415,919,421,423,718,1143,4373,2034,1352,988,606,226
TOR,2002,35,858,351,49,86,135,76,29,17,42,73,310,132,82,60,67,24,314,7512,2894,355,901,1257,606,247,136,393,693,2494,1076,744,544,537,197
TOR,2003,44,1133,430,56,127,183,103,36,18,64,98,378,165,104,79,58,20,402,10068,3977,482,1228,1710,1025,344,178,616,880,3367,1491,1113,825,483,168
UTA,1985,39,906,373,58,116,174,97,28,36,62,96,288,142,112,88,3,0,727,19339,9024,999,2534,3534,2525,729,502,1384,1779,6757,3382,2811,2172,257,87
UTA,1986,39,1021,437,57,126,183,116,38,38,74,101,365,173,114,86,13,4,854,23284,11088,1060,2918,3978,3074,952,604,1681,2054,8775,4265,2980,2299,707,258
UTA,1987,40,986,440,59,123,182,107,38,35,71,100,361,173,122,89,13,4,662,17860,8482,848,2330,3179,2355,700,521,1340,1668,6574,3247,2440,1860,370,126
UTA,1988,37,923,421,63,118,181,95,33,31,65,95,342,164,118,85,17,5,571,14620,6712,728,2033,2761,1886,553,430,1070,1393,5193,2544,1994,1498,357,125
UTA,1989,42,1170,541,71,151,223,133,43,37,87,110,417,204,163,124,22,7,574,15157,6993,728,2055,2783,1956,585,436,1102,1420,5436,2662,2019,1523,417,145
UTA,1990,41,1132,557,59,138,197,123,39,29,81,102,431,213,156,122,24,7,615,17135,8259,810,2234,3045,2049,622,443,1223,1546,6522,3194,2266,1740,383,130
UTA,1991,44,1262,575,67,154,222,144,44,29,82,115,444,221,162,127,17,5,721,19642,8931,952,2579,3531,2357,739,502,1340,1768,7029,3411,2541,1959,445,149
UTA,1992,43,1264,564,74,154,228,150,43,26,78,109,434,212,164,129,28,9,710,19109,8322,955,2589,3544,2288,691,470,1266,1730,6416,3152,2431,1869,424,147
UTA,1993,43,1181,578,62,129,191,151,47,17,77,108,456,219,159,127,38,13,603,16504,7854,728,1945,2673,2124,668,228,1103,1530,6063,2948,2245,1768,535,189
UTA,1994,40,1020,452,60,119,179,118,39,19,65,109,357,171,131,99,34,11,794,21280,9717,1032,2731,3763,2634,822,408,1452,2076,7304,3611,2902,2254,672,240
UTA,1995,36,935,418,58,115,173,108,36,20,58,91,315,155,123,92,41,14,760,19012,8402,973,2427,3400,2441,763,416,1281,1913,6372,3113,2502,1911,741,264
UTA,1996,39,890,406,49,94,144,111,35,16,56,86,303,150,113,86,48,18,695,17463,7800,822,2152,2975,2329,725,350,1198,1688,5916,2889,2296,1758,735,262
UTA,1997,46,1051,452,64,109,173,120,37,21,62,104,339,166,129,99,51,19,786,19811,8732,890,2376,3266,2679,803,374,1359,1883,6680,3235,2545,1958,855,303
UTA,1998,47,1128,471,72,124,196,123,38,21,69,108,348,170,146,113,44,17,744,18925,8295,845,2388,3233,2530,744,367,1290,1721,6344,3081,2456,1889,666,243
UTA,1999,38,979,390,63,117,180,101,32,20,60,89,296,140,125,95,34,13,813,20902,9132,1107,2798,3906,2696,827,381,1395,1916,6924,3404,2724,2057,713,265
UTA,2000,36,914,363,56,118,175,90,31,23,52,90,299,134,105,78,42,14,741,19043,8538,992,2596,3588,2370,756,399,1288,1850,6649,3200,2480,1833,862,303
UTA,2001,39,950,407,50,117,168,100,32,22,58,91,326,147,124,94,46,17,594,15608,7155,709,2090,2800,2131,659,340,1084,1442,5468,2599,2210,1663,829,293
UTA,2002,41,966,376,56,121,178,109,32,22,62,91,303,139,118,89,25,8,651,17947,7803,814,2337,3151,2809,721,335,1295,1560,5980,2906,2405,1801,549,187
UTA,2003,36,769,274,53,95,149,40,22,28,42,79,225,105,78,56,24,7,264,5993,2167,361,849,1211,426,185,200,364,628,1810,824,634,459,184,59
WAS,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1997,39,1076,452,54,114,168,109,35,17,67,90,375,176,107,76,62,23,506,13089,5329,724,1707,2432,1308,440,285,782,1149,4588,2118,1354,935,453,156
WAS,1998,47,1357,598,64,145,209,141,45,14,84,114,486,223,163,123,76,27,560,15627,6653,811,1985,2797,1565,485,243,993,1357,5424,2545,1818,1321,660,240
WAS,1999,39,914,394,48,98,146,99,31,14,62,83,323,143,119,90,51,17,480,11741,5131,591,1389,1981,1238,384,208,808,1118,4205,1923,1451,1096,522,189
WAS,2000,44,994,382,49,114,163,86,32,13,60,98,327,144,101,75,47,17,441,11390,4863,577,1435,2012,1128,369,162,741,1042,4013,1845,1313,1008,450,163
WAS,2001,52,1209,492,61,135,196,95,34,20,76,129,416,184,124,95,76,28,447,11813,5753,563,1483,2047,1105,430,229,727,1080,4590,2155,1568,1249,541,194
WAS,2002,48,1269,531,67,161,228,121,43,26,88,116,459,192,160,122,71,23,474,13478,6284,753,1857,2611,1242,536,254,909,1238,4977,2295,1905,1492,610,200
WAS,2003,52,1250,491,63,143,207,134,43,27,83,116,403,175,155,118,65,21,322,8060,3409,371,953,1325,842,304,163,595,763,2774,1205,1116,849,469,150
