Team,Season,team_o_fgm,team_o_fga,team_o_ftm,team_o_fta,team_o_oreb,team_o_dreb,team_o_reb,team_o_asts,team_o_pf,team_o_stl,team_o_to,team_o_blk,team_o_3pm,team_o_pts,team_d_fgm,team_d_fga,team_d_ftm,team_d_fta,team_d_oreb,team_d_dreb,team_d_reb,team_d_asts,team_d_pf,team_d_stl,team_d_to,team_d_blk,team_d_3pm,team_d_pts,team_pace,prev_winrate,player_season_gp,player_season_minutes,player_season_pts,player_season_dreb,player_season_oreb,player_season_reb,player_season_asts,player_season_stl,player_season_blk,player_season_turnover,player_season_pf,player_season_fga,player_season_fgm,player_season_fta,player_season_ftm,player_season_tpa,player_season_tpm,player_career_gp,player_career_minutes,player_career_pts,player_career_dreb,player_career_oreb,player_career_reb,player_career_asts,player_career_stl,player_career_blk,player_career_turnover,player_career_pf,player_career_fga,player_career_fgm,player_career_fta,player_career_ftm,player_career_tpa,player_career_tpm,coach_season_win_rate,coach_career_win_rate,win_rate,Class
IND,1989,3410,7049,1670,2128,1071,2477,3548,1994,2071,591,1432,381,182,8674,3394,7230,1947,2526,1224,2406,3630,1983,1944,768,1237,398,142,8877,100.943362,0.40243902439,49,1209,518,61,128,189,136,37,18,80,115,425,206,121,94,35,11,785,20543,9387,936,2364,3300,2141,642,295,1306,1882,7371,3543,2366,1891,1102,408,0.415094339623,0.447852760736,0.512195121951,5
IND,1990,3383,6876,1850,2305,1002,2442,3445,2017,2038,557,1444,384,248,8864,3469,7312,1920,2500,1230,2304,3535,1989,2025,776,1197,355,170,9029,101.0034395,0.426829268293,42,1069,481,54,124,179,105,30,19,72,107,373,184,123,98,38,14,692,17424,7872,812,2054,2867,1721,527,314,1116,1708,6156,2938,2014,1617,1022,379,0.454605993341,0.49467736851,0.5,5
IND,1991,3415,6900,1958,2407,979,2382,3361,2102,2030,605,1348,353,271,9060,3531,7262,1827,2442,1187,2305,3492,2004,2029,722,1224,337,179,9070,100.9482045,0.506097560976,39,935,425,55,115,170,97,28,16,62,100,326,161,114,91,34,12,709,18069,7914,971,2261,3233,1678,541,342,1107,1763,6198,2977,2060,1603,958,354,0.548387096774,0.541501976285,0.487804878049,4
IND,1992,3474,7036,1939,2421,1050,2470,3520,2289,2112,681,1378,375,291,9178,3501,7305,1913,2558,1221,2319,3540,2114,2010,772,1253,369,201,9116,102.099065,0.493902439024,42,1038,464,59,127,186,116,30,20,63,103,367,178,122,95,36,12,769,19836,8511,1065,2460,3526,1832,596,392,1151,1904,6678,3174,2316,1809,966,353,0.509487666034,0.541501976285,0.5,5
IND,1993,3434,7050,1852,2381,1151,2509,3661,2271,2091,660,1329,398,295,9016,3343,7133,1966,2631,1215,2335,3550,2076,1981,754,1212,386,216,8869,100.1124655,0.493902439024,39,952,412,53,100,153,97,32,20,54,87,331,160,103,80,36,12,725,19278,7991,1005,2257,3263,1762,648,395,1092,1737,6369,3032,2137,1657,747,269,0.557294817504,0.562430939227,0.573170731707,5
IND,1994,3269,6769,1799,2393,1175,2432,3607,2099,2009,660,1348,430,220,8558,3120,6784,1862,2528,1160,2249,3409,1944,1982,759,1259,388,244,8347,96.6430815,0.536585365854,41,1030,426,59,110,170,107,36,19,65,98,335,161,120,90,36,12,843,21995,8871,1169,2677,3846,2184,703,448,1302,2007,7037,3355,2406,1853,855,307,0.537942763312,0.562430939227,0.634146341463,6
IND,1995,3075,6382,1779,2388,1090,2349,3440,1966,1956,704,1390,410,279,8208,2949,6511,1642,2255,1090,2154,3244,1853,2022,758,1355,402,374,7915,93.68404,0.603658536585,42,1130,478,73,122,195,118,38,22,75,103,367,176,140,106,49,18,795,20862,9068,1007,2318,3326,2114,641,355,1233,1831,7158,3397,2391,1905,1016,368,0.603947639662,0.562430939227,0.634146341463,6
IND,1996,2981,6226,1809,2403,1030,2276,3306,1897,1985,641,1337,343,368,8140,2881,6349,1609,2195,1026,2103,3129,1765,2049,677,1314,418,484,7855,91.8345185,0.634146341463,40,1017,402,57,108,166,109,32,18,68,103,309,147,118,88,55,19,756,19820,8248,1030,2386,3417,1965,611,416,1223,1866,6621,3107,2196,1701,930,332,0.623476140718,0.562430939227,0.475609756098,4
IND,1997,2915,6229,1755,2376,1019,2326,3345,1833,2004,582,1336,358,396,7981,2820,6324,1672,2242,1004,2156,3160,1731,1996,678,1274,419,496,7808,91.6990165,0.55487804878,50,1395,555,70,158,228,154,40,27,95,127,420,203,161,120,75,28,798,21799,9070,1018,2635,3653,2209,679,490,1324,1916,7019,3355,2469,1933,1151,425,0,0.672932330827,0.707317073171,7
IND,1998,2886,6238,1659,2236,951,2369,3320,1819,1918,615,1253,381,415,7846,2793,6404,1583,2139,1059,2257,3316,1664,1899,668,1263,392,386,7557,91.0981405,0.591463414634,49,1303,515,66,143,209,129,42,23,77,115,402,187,141,108,85,33,840,23793,10054,1106,2876,3982,2369,761,464,1410,2011,7858,3701,2715,2161,1336,490,0.69387755102,0.672932330827,0.66,6
IND,1999,2326,5044,1304,1682,724,1900,2624,1447,1470,480,908,295,347,6303,2247,5193,1226,1661,870,1840,2710,1273,1487,500,944,302,240,5960,89.7016865,0.683658536585,35,863,344,45,86,131,83,26,15,48,79,277,127,85,67,59,22,792,22206,9507,1032,2634,3667,2274,725,423,1349,1895,7446,3525,2497,1987,1285,469,0.680272108844,0.672932330827,0.682926829268,6
IND,2000,2389,5253,1303,1618,708,2032,2740,1431,1434,437,904,322,438,6519,2409,5458,1151,1524,833,1985,2818,1345,1518,483,889,281,267,6237,91.9883,0.671463414634,31,656,270,31,66,98,47,17,10,33,63,216,95,70,57,59,22,567,14955,6521,666,1802,2468,1226,458,283,868,1361,5150,2358,1779,1429,1020,375,0,0.521072796935,0.5,5
IND,2001,2937,6535,1584,2008,881,2603,3485,1810,1855,561,1166,454,489,7948,2971,6832,1473,1947,1041,2520,3561,1715,1896,599,1099,356,353,7768,93.383545,0.591463414634,39,933,386,52,113,165,59,27,22,53,82,318,139,114,87,55,19,397,10322,4530,444,1260,1704,842,336,200,595,862,3569,1621,1318,1039,684,247,0.488372093023,0.521072796935,0.512195121951,5
IND,2002,2881,6505,1601,2082,925,2581,3507,1823,1900,610,1182,461,400,7764,2903,6741,1558,2068,1045,2504,3549,1733,1868,603,1096,426,397,7761,92.956608,0.506097560976,39,1036,414,54,127,182,91,34,22,63,96,350,150,113,86,78,27,445,12431,5612,457,1410,1867,1333,443,197,771,1007,4512,2010,1517,1209,1060,382,0.49705960973,0.521072796935,0.585365853659,5
IND,2003,2923,6594,1701,2213,967,2595,3562,1897,1843,677,1170,439,392,7939,2918,6745,1535,2027,1027,2486,3513,1733,1888,619,1164,485,412,7785,93.951584,0.548780487805,33,814,310,46,102,148,76,30,19,48,79,260,115,87,65,45,15,418,10901,4646,423,1234,1657,1093,392,190,646,930,3704,1650,1321,1047,818,297,0.586407553799,0.63321799308,0.743902439024,7
LAC,1985,3527,7119,1674,2208,1163,2434,3597,1934,1840,534,1587,497,56,8784,3737,7630,1604,2115,1248,2282,3530,2264,1887,770,1242,422,74,9152,103.16228,0.378048780488,50,1295,552,71,133,204,146,39,25,89,120,445,219,148,112,9,2,511,13442,5786,858,1770,2629,1276,449,328,869,1225,4637,2312,1532,1147,64,15,0.428571428571,0.419736842105,0.390243902439,3
LAC,1986,3457,7142,1870,2445,1161,2346,3507,1951,1885,614,1546,499,60,8845,3793,7609,1654,2197,1258,2370,3628,2366,2000,765,1319,439,73,9313,104.197585,0.384146341463,53,1248,549,72,127,200,123,43,24,86,126,447,215,153,116,7,1,522,12637,5376,792,1510,2303,1245,452,291,875,1205,4333,2111,1528,1132,89,21,0.409407665505,0.419736842105,0.146341463415,1
LAC,1987,3349,7248,1966,2599,1195,2197,3392,1969,1967,722,1499,466,71,8736,3804,7421,1789,2397,1227,2550,3778,2442,2067,783,1464,495,91,9489,105.21923,0.268292682927,50,1060,457,64,119,184,101,40,27,77,113,395,179,127,93,15,3,437,9871,3927,603,1235,1838,869,365,234,650,1001,3388,1579,1002,720,175,48,0.463768115942,0.472706155633,0.207317073171,2
LAC,1988,3250,7263,1755,2410,1211,2243,3454,1928,1956,736,1513,476,78,8334,3636,7307,1837,2412,1214,2654,3868,2358,1966,824,1492,508,117,9226,104.39256,0.176829268293,43,858,350,49,99,149,75,31,31,66,104,310,138,100,72,8,1,398,9502,4060,497,1110,1608,1075,361,244,722,1023,3476,1647,994,719,169,45,0.207317073171,0.414924506388,0.256097560976,2
LAC,1989,3358,7311,1625,2262,1173,2367,3540,2046,1922,768,1600,525,66,8407,3630,7549,1816,2354,1291,2608,3899,2342,1897,887,1446,517,160,9237,105.60011,0.231707317073,46,1227,532,64,139,204,153,56,34,101,116,457,213,137,100,19,4,384,9354,3967,495,1113,1609,990,387,259,680,949,3393,1576,1009,732,280,81,0.25,0.357142857143,0.365853658537,3
LAC,1990,3422,7140,1710,2339,1106,2373,3479,2093,1898,798,1606,518,55,8610,3589,7472,1785,2325,1245,2458,3704,2238,1916,880,1402,490,191,9156,104.692935,0.310975609756,51,1367,615,81,168,249,148,59,40,106,134,493,243,172,125,14,3,482,12205,5110,785,1665,2451,1078,454,351,840,1239,4319,2064,1313,914,239,66,0.531914893617,0.522988505747,0.378048780488,3
LAC,1991,3355,7084,1705,2365,1151,2431,3582,2048,1951,753,1492,507,84,8500,3384,7179,1819,2390,1132,2430,3562,2037,1918,800,1340,460,192,8780,102.16989,0.371951219512,49,1243,570,72,135,208,122,47,26,86,126,467,223,156,114,30,9,546,13300,5683,781,1618,2399,1372,528,295,891,1381,4746,2258,1501,1066,334,100,0.567708204888,0.542709722487,0.548780487805,5
LAC,1992,3369,7195,1598,2248,1189,2446,3635,2086,1958,774,1353,502,129,8465,3274,7074,1803,2389,1133,2469,3602,1883,1878,739,1356,461,211,8563,100.9149565,0.463414634146,44,1163,499,65,124,190,161,46,22,81,98,422,203,117,83,31,9,539,14043,5990,676,1581,2258,1867,587,228,968,1179,5012,2388,1435,1057,504,157,0.609598123215,0.562430939227,0.5,5
LAC,1993,3445,7202,1581,2200,1157,2376,3534,2147,1896,835,1303,494,139,8611,3261,7024,1781,2341,1165,2441,3606,1877,1821,735,1420,442,249,8553,100.4857315,0.524390243902,40,1062,502,59,125,185,128,42,22,75,99,416,197,129,95,39,11,554,14623,6811,828,1703,2531,1779,582,292,1058,1282,5637,2656,1787,1313,591,185,0.476470588235,0.418972332016,0.329268292683,3
LAC,1994,3443,7246,1535,2152,1151,2385,3536,2205,1844,827,1406,456,192,8615,3411,7236,1720,2321,1263,2502,3766,2095,1780,831,1404,464,291,8835,101.81416,0.414634146341,44,816,305,48,97,145,94,35,15,56,82,265,126,70,48,16,4,412,8889,3327,462,1026,1488,861,339,181,550,839,2857,1312,777,554,420,148,0,0.462714219546,0.207317073171,2
LAC,1995,3201,7025,1492,2103,1092,2243,3335,1987,1960,797,1404,428,291,8187,3359,6945,1730,2356,1215,2552,3767,2068,1846,795,1435,467,348,8797,99.5091765,0.268292682927,48,1082,441,67,129,197,88,40,26,70,119,376,173,115,78,49,16,498,11923,4654,605,1431,2037,1051,437,261,724,1149,3897,1802,1085,765,772,285,0.207317073171,0.462714219546,0.353658536585,3
LAC,1996,3093,6753,1434,2031,1021,2133,3154,1738,2080,745,1344,423,420,8040,3148,6470,1850,2473,1058,2449,3507,1787,1882,691,1431,430,416,8563,96.10664,0.280487804878,60,1439,585,69,148,218,134,53,27,92,148,497,225,141,100,98,34,553,13229,5176,698,1624,2322,1119,454,274,796,1312,4394,2002,1236,883,786,287,0.280487804878,0.462714219546,0.439024390244,4
LAC,1997,3057,6657,1454,2029,1035,2216,3251,1667,1986,718,1333,426,491,8061,3032,6458,1778,2378,1042,2406,3448,1656,1860,713,1363,410,462,8305,94.718861,0.396341463415,46,1077,431,56,119,175,93,36,16,68,104,363,165,95,69,85,31,467,11103,4435,539,1343,1882,978,370,192,685,1051,3843,1723,964,701,785,286,0.388593974175,0.462714219546,0.207317073171,2
LAC,1998,2959,6693,1498,2060,1066,2259,3325,1597,1895,679,1317,448,499,7917,3105,6638,1697,2289,1110,2459,3569,1740,1803,731,1263,415,407,8315,94.5854115,0.323170731707,49,1106,431,55,109,165,104,35,22,69,106,363,161,111,79,82,29,463,11125,4370,488,1218,1706,1119,354,209,720,1040,3856,1706,1003,714,702,243,0.420731707317,0.461538461538,0.18,1
LAC,1999,2320,5348,1181,1636,852,1784,2637,1176,1525,524,1059,346,369,6192,2533,5345,1370,1856,904,1987,2892,1463,1394,572,970,350,278,6714,93.573536,0.193658536585,31,626,243,30,68,98,48,23,12,38,62,204,88,69,52,38,13,359,8261,3174,368,986,1355,768,252,159,512,754,2772,1210,758,570,522,182,0.309512195122,0.284823284823,0.182926829268,1
LAC,2000,2294,5382,1123,1525,810,1835,2645,1149,1522,501,1061,365,321,6032,2555,5368,1295,1743,839,2102,2941,1538,1386,520,977,335,319,6725,94.02779,0.181463414634,42,942,339,55,127,183,51,26,26,57,100,296,128,91,65,46,16,410,9366,3620,444,1245,1689,689,247,213,549,872,3061,1343,1015,747,538,185,0.523197492163,0.438725490196,0.378048780488,3
LAC,2001,2886,6612,1396,1943,958,2468,3426,1532,1798,534,1269,503,394,7563,3138,6839,1493,2012,1040,2569,3608,1883,1763,630,1084,397,385,8154,93.956375,0.280487804878,54,1319,537,81,177,258,102,31,39,89,126,453,204,155,109,57,20,377,8883,3613,415,1135,1550,753,229,209,559,791,3021,1340,1006,750,520,182,0.430403700589,0.438725490196,0.475609756098,4
LAC,2002,2933,6567,1463,2043,1022,2516,3539,1649,1700,500,1181,526,384,7713,3034,6832,1401,1883,1053,2409,3461,1825,1785,625,1002,425,380,7851,92.081226,0.426829268293,56,1412,591,80,186,267,140,38,38,93,125,485,218,169,126,74,26,366,8909,3653,474,1224,1699,757,249,232,575,839,2992,1340,1090,810,466,161,0.426829268293,0.386029411765,0.329268292683,3
LAC,2003,2902,6579,1565,2101,1045,2468,3513,1660,1704,542,1198,500,399,7769,3054,6826,1418,1864,1055,2419,3474,1849,1809,632,1054,428,430,7957,92.482578,0.40243902439,44,969,408,54,117,171,61,27,21,52,84,348,152,101,76,77,26,346,8532,3662,471,1092,1563,573,235,156,486,755,3052,1387,933,698,515,189,0,0.491926803014,0.341463414634,3
LAL,1985,3903,7252,1707,2252,1079,2524,3603,2515,1992,710,1557,479,74,9587,3668,7619,1721,2295,1250,2116,3366,2287,1939,776,1404,373,73,9131,105.7917,0.707317073171,40,1014,490,72,121,194,141,37,23,78,101,367,198,119,90,14,4,628,17461,8567,971,2436,3746,2015,599,440,1077,1443,6533,3381,2183,1664,424,139,0.711285206191,0.654084798345,0.756097560976,7
LAL,1986,3893,7298,1757,2280,1082,2552,3634,2504,1981,694,1502,450,114,9657,3621,7544,1728,2306,1176,2152,3328,2274,1948,774,1347,364,67,9038,105.48105,0.756097560976,46,1258,607,78,145,223,181,46,29,96,117,455,244,147,112,18,5,788,22361,10761,1299,3093,4782,2573,772,605,1432,1916,8229,4257,2785,2102,448,144,0.745771452145,0.654084798345,0.792682926829,7
LAL,1987,3787,7294,1912,2439,1114,2535,3649,2430,1942,710,1412,450,151,9637,3548,7490,1754,2317,1192,2200,3392,2223,1998,756,1350,381,86,8938,104.76232,0.774390243902,41,1060,520,66,120,187,138,38,24,75,99,396,206,129,100,21,7,712,19661,9492,1135,2640,4113,2231,672,522,1244,1655,7333,3760,2437,1844,398,126,0.764583333333,0.654084798345,0.756097560976,7
LAL,1988,3658,7161,1984,2515,1100,2503,3603,2387,1784,700,1338,443,153,9453,3535,7499,1634,2142,1227,2211,3439,2206,1972,726,1308,397,126,8832,102.91558,0.774390243902,42,1290,643,81,141,223,159,42,29,83,104,486,247,175,138,32,11,814,23790,12071,1328,3091,4842,2648,771,616,1491,1898,9252,4752,3184,2411,487,154,0.76320754717,0.654084798345,0.69512195122,6
LAL,1989,3580,7110,1983,2494,1083,2551,3635,2314,1693,698,1331,412,184,9328,3546,7503,1540,2035,1176,2235,3412,2178,1940,742,1254,411,162,8794,102.336465,0.725609756098,46,1357,643,83,155,239,167,46,25,87,109,492,245,173,137,43,14,661,18756,8557,1086,2453,3540,2206,662,428,1294,1563,6694,3327,2334,1770,424,133,0.713723011087,0.654084798345,0.768292682927,7
LAL,1990,3509,7076,1956,2462,1095,2536,3631,2257,1704,689,1285,433,268,9242,3461,7393,1563,2081,1154,2232,3387,2083,1925,710,1231,429,184,8670,101.1468005,0.731707317073,44,1311,642,87,163,251,139,47,25,81,106,492,245,169,136,41,14,832,23093,10353,1380,3110,4490,2463,821,565,1488,1946,8216,4000,2831,2153,618,199,0,0.491926803014,0.707317073171,7
LAL,1991,3388,6960,1853,2339,1087,2450,3537,2161,1630,648,1214,414,267,8898,3368,7254,1431,1905,1131,2215,3346,2003,1866,668,1187,380,176,8343,98.308876,0.737804878049,51,1329,585,82,140,222,100,43,25,70,117,478,234,139,106,32,10,757,19624,8453,1111,2528,3639,1678,676,450,1128,1748,6979,3349,2114,1591,505,162,0.693069306931,0.491926803014,0.524390243902,5
LAL,1992,3263,6944,1774,2269,1117,2318,3435,1947,1533,699,1146,392,172,8473,3381,7178,1303,1722,1182,2285,3468,2085,1827,631,1215,361,176,8241,96.3427085,0.615853658537,40,1150,496,70,128,198,84,38,28,61,95,403,193,133,100,27,8,848,22862,9764,1265,3046,4311,1843,795,628,1333,2091,7888,3774,2566,1927,836,287,0,0.448051948052,0.475609756098,4
LAL,1993,3246,6985,1742,2291,1129,2242,3371,1908,1660,769,1177,415,153,8387,3423,7105,1429,1897,1196,2397,3593,2151,1851,640,1295,386,209,8484,97.1885945,0.5,39,936,387,54,111,165,95,35,28,58,95,332,153,102,76,17,5,744,18576,7656,1050,2453,3503,1804,658,512,1168,1869,6320,2960,2016,1490,716,245,0.471264367816,0.390692640693,0.40243902439,4
LAL,1994,3300,7155,1575,2135,1181,2246,3427,1998,1827,766,1231,446,214,8389,3387,7062,1606,2198,1221,2472,3693,2146,1765,675,1339,405,236,8617,98.4639585,0.439024390244,44,1047,439,70,124,195,102,40,28,61,100,372,176,104,75,35,10,641,15864,6312,851,1990,2841,1653,628,396,945,1455,5303,2422,1584,1169,849,297,0,0.539653600729,0.585365853659,5
LAL,1995,3287,7202,1466,2019,1193,2260,3453,2030,1905,750,1220,512,383,8424,3318,7029,1631,2289,1283,2503,3787,2183,1733,654,1367,458,342,8609,98.1359025,0.493902439024,42,1098,475,76,129,206,108,41,27,64,101,395,184,119,87,60,20,710,18488,7845,963,2352,3316,2300,714,398,1191,1615,6331,2955,2079,1592,976,341,0.576086956522,0.539653600729,0.646341463415,6
LAL,1996,3250,6897,1526,2060,1060,2309,3370,2079,1817,736,1203,539,501,8527,3208,6928,1487,2062,1214,2395,3609,2104,1806,616,1362,486,449,8353,96.2710265,0.615853658537,41,1122,522,72,130,203,99,39,33,67,101,414,196,140,96,90,32,751,19070,8627,1037,2486,3523,1744,661,512,1148,1782,6994,3259,2409,1710,1128,397,0.601996966633,0.539653600729,0.682926829268,6
LAL,1997,3117,6674,1571,2189,1043,2358,3402,1962,1760,731,1192,545,514,8319,3020,6712,1461,2008,1128,2342,3470,1943,1870,604,1337,435,460,7961,94.2355995,0.664634146341,38,1018,443,56,116,173,110,39,31,65,93,353,165,120,81,85,31,683,18245,8159,891,2367,3258,1860,637,547,1121,1652,6483,3016,2383,1661,1296,465,0.643623818042,0.539653600729,0.743902439024,7
LAL,1998,3082,6589,1738,2536,1085,2442,3528,1927,1838,737,1239,565,524,8426,2953,6709,1598,2203,1116,2353,3470,1860,2042,640,1311,405,429,7933,95.081612,0.713414634146,43,1151,473,79,143,223,93,38,29,68,111,368,173,141,100,71,26,720,19838,8527,1127,2677,3805,1760,694,511,1176,1862,6776,3210,2417,1695,1140,410,0.687565066512,0.71321786691,0.62,6
LAL,1999,2493,5235,1445,2123,849,1976,2825,1552,1545,561,1005,421,369,6801,2371,5396,1366,1891,875,1871,2746,1451,1711,534,998,309,298,6408,94.933678,0.681951219512,34,989,418,60,112,173,87,33,24,57,91,329,155,127,88,55,18,675,18636,8107,996,2408,3404,1741,646,476,1132,1655,6472,3041,2314,1637,1113,386,0.747572815534,0.72341954023,0.817073170732,8
LAL,2000,2489,5385,1338,1935,868,2110,2978,1508,1536,501,948,409,292,6608,2298,5408,1291,1773,817,1967,2784,1329,1685,517,956,277,294,6182,94.737736,0.718536585366,34,892,378,58,105,163,87,27,24,51,82,319,146,105,70,46,15,642,17231,7433,944,2226,3171,1750,591,447,1074,1547,6080,2855,2024,1399,960,322,0.780952380952,0.72341954023,0.682926829268,6
LAL,2001,3123,6760,1621,2350,1101,2660,3761,1904,1856,588,1140,511,391,8259,2910,6819,1556,2079,994,2469,3463,1628,2050,623,1108,341,392,7770,94.783043,0.75,42,1029,458,65,119,184,100,33,27,60,99,370,171,130,87,77,27,596,15820,7225,735,1978,2714,1621,556,386,1036,1455,5826,2700,2017,1419,1141,405,0.752721088435,0.72341954023,0.707317073171,7
LAL,2002,3129,6762,1544,2235,1053,2595,3648,1885,1847,594,1066,484,474,8277,2927,6796,1586,2093,998,2466,3465,1651,1945,602,1060,338,406,7847,93.902706,0.69512195122,39,937,413,68,115,183,89,28,25,53,90,330,154,120,82,64,22,519,12695,5665,668,1720,2389,1265,422,360,819,1225,4567,2140,1604,1083,865,300,0.723631036573,0.72341954023,0.609756097561,6
LAL,2003,3120,6847,1528,2133,1050,2580,3630,1895,1848,632,1073,474,498,8267,2924,6751,1599,2102,987,2510,3497,1698,1901,615,1117,330,432,7879,94.3791275,0.658536585366,40,1191,572,63,139,203,133,41,21,71,97,468,216,154,113,73,26,524,15776,7947,870,2301,3171,1672,592,361,1004,1348,6157,3019,2365,1656,737,251,0.659258479039,0.72341954023,0.682926829268,6
MEM,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,974,356,41,105,147,97,35,16,63,87,326,136,79,58,72,23,391,9929,3785,496,1260,1757,928,385,199,615,892,3213,1437,1014,737,511,172,0.280487804878,0.257328990228,0,0
MEM,2002,2851,6535,1334,1883,984,2413,3397,1785,1571,646,1290,488,336,7372,3119,6830,1346,1788,1135,2560,3693,1960,1783,781,1164,455,398,7982,92.562195,0.280487804878,52,1528,609,68,166,234,144,48,34,91,116,529,234,131,94,123,45,282,7657,2986,294,904,1198,771,266,158,444,625,2553,1136,683,504,574,210,0.280487804878,0.357765024215,0.341463414634,3
MEM,2003,2950,6639,1382,1909,963,2439,3403,1838,1624,648,1252,494,401,7683,3171,6919,1363,1803,1130,2557,3687,1975,1782,747,1168,439,414,8121,93.78611,0.310975609756,59,1670,655,87,206,294,143,56,43,98,136,548,248,163,118,110,39,350,9138,3403,412,1174,1586,759,322,249,513,794,2836,1292,831,585,646,233,0.378378378378,0.458201058201,0.609756097561,6
MIA,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,637,246,27,50,78,92,23,4,48,69,219,101,48,36,19,6,348,7911,3077,481,971,1452,763,278,131,572,823,2611,1214,823,608,125,39,0,0.285365853659,0,0
MIA,1989,3221,7116,1477,2103,1309,2211,3520,1958,2124,744,1728,408,97,8016,3384,6928,2021,2613,1188,2366,3554,2062,1830,926,1543,553,148,8937,102.09809,0.182926829268,45,1071,443,68,121,189,101,38,20,89,116,397,180,109,77,17,6,552,14596,6034,785,1678,2464,1418,472,198,987,1362,5042,2350,1552,1156,489,177,0.182926829268,0.285365853659,0.219512195122,2
MIA,1990,3302,7230,1435,2065,1275,2262,3537,1957,2123,740,1642,398,92,8131,3401,6969,2035,2664,1156,2416,3573,2069,1805,893,1508,515,153,8990,102.7397,0.201219512195,75,1962,852,137,237,375,180,76,48,162,204,750,347,220,148,29,10,523,13307,5398,702,1471,2174,1237,431,197,867,1235,4493,2050,1455,1090,579,206,0.201219512195,0.285365853659,0.292682926829,2
MIA,1991,3331,7242,1521,2167,1237,2307,3544,1930,2101,746,1554,387,114,8298,3376,6992,2023,2659,1150,2415,3566,2041,1870,856,1469,489,165,8942,102.70755,0.256097560976,55,1366,583,76,148,225,156,56,23,108,135,507,231,155,111,28,8,541,13961,5687,634,1412,2046,1485,456,181,921,1246,4756,2125,1494,1156,795,279,0,0.412725709372,0.463414634146,4
MIA,1992,3268,7100,1744,2318,1209,2334,3543,1826,1949,713,1464,380,198,8478,3432,7065,1841,2422,1155,2389,3544,2038,1964,792,1391,474,191,8896,101.18415,0.378048780488,48,1252,527,78,146,224,114,44,28,86,124,438,201,147,112,35,11,656,17010,6870,903,1923,2826,1448,537,313,1081,1655,5656,2545,1886,1463,898,317,0.447058823529,0.412725709372,0.439024390244,4
MIA,1993,3191,6955,1873,2402,1160,2375,3535,1718,1915,639,1332,361,295,8551,3380,6974,1772,2329,1083,2419,3502,2017,2010,693,1310,436,237,8771,99.1778485,0.451219512195,48,1213,490,71,146,218,104,36,32,76,120,398,182,139,107,51,18,590,14760,5694,794,1744,2539,1208,435,399,912,1494,4663,2102,1579,1215,781,274,0.443041606887,0.412725709372,0.512195121951,5
MIA,1994,3162,6873,1826,2349,1184,2395,3580,1772,2017,626,1301,362,335,8485,3134,6716,1874,2471,1053,2345,3398,1893,1999,672,1309,432,280,8422,97.2008055,0.475609756098,47,1303,569,81,156,238,109,40,22,76,125,471,222,134,102,62,21,661,16655,6894,977,2000,2978,1253,503,292,982,1662,5669,2628,1746,1339,837,298,0.47238575834,0.425725599784,0.390243902439,3
MIA,1995,3170,6817,1656,2178,1163,2339,3503,1817,2012,652,1303,336,386,8384,3064,6603,1810,2433,1055,2310,3365,1840,1921,672,1323,411,403,8341,95.836845,0.451219512195,47,1208,530,74,142,217,105,39,25,80,115,434,204,143,104,50,16,612,15532,6836,836,1930,2766,1344,485,309,984,1532,5679,2639,1721,1295,756,262,0.659732690182,0.654084798345,0.512195121951,5
MIA,1996,3023,6543,1561,2160,1045,2383,3429,1765,2079,618,1342,368,494,8101,2913,6434,1805,2419,1009,2335,3344,1752,1963,659,1310,394,478,8109,94.2243575,0.451219512195,36,959,406,51,108,159,95,30,25,61,88,320,143,121,90,79,28,501,13559,5409,649,1693,2342,1339,461,308,817,1216,4497,2034,1378,1030,869,309,0.575015812777,0.654084798345,0.743902439024,7
MIA,1997,2862,6291,1503,2104,978,2448,3426,1743,2038,612,1350,439,615,7842,2710,6264,1709,2303,990,2318,3308,1578,1931,654,1306,397,428,7559,91.7617495,0.628048780488,41,1035,417,58,115,174,89,33,24,64,99,339,149,109,80,104,38,534,14114,5858,666,1736,2402,1375,481,335,849,1270,4832,2161,1485,1111,1174,424,0.595543672014,0.654084798345,0.670731707317,6
MIA,1998,2836,6281,1496,2052,992,2410,3403,1746,1950,657,1266,434,613,7781,2705,6290,1586,2151,1028,2276,3305,1571,1841,641,1269,381,358,7354,90.2643395,0.707317073171,39,1018,392,57,114,171,88,32,21,59,92,319,142,100,74,90,32,617,16797,6964,809,2104,2913,1688,563,382,1015,1440,5683,2586,1797,1363,1183,427,0.676071055381,0.654084798345,0.66,6
MIA,1999,2233,4946,1233,1672,765,1965,2731,1388,1508,496,985,366,418,6118,2144,5080,1246,1681,838,1787,2625,1241,1476,512,945,279,258,5792,88.383892,0.665365853659,29,796,301,45,98,144,66,23,18,45,74,244,111,83,60,50,18,566,16363,6650,875,2203,3078,1435,495,388,957,1403,5401,2494,1818,1323,948,337,0.645768025078,0.654084798345,0.634146341463,6
